Customer_ID,Age,Gender,Location,Device,Customer_Type,Channel,Campaign_Type,Impressions,Clicks,Conversions,Campaign_Cost,Revenue,Discount_Used,Bounce_Rate_%,Session_Duration_sec,Email_Opened,Ad_Position,Date,Month
CUST102745,53,Male,Bangalore,Desktop,New,Affiliate,Conversion,40890,2302,74,"$1,256.00","$26,352.00",Yes,28.1,232,No,Bottom,8/31/2024,August
CUST102746,54,Male,Delhi,Tablet,New,Influencer,Awareness,51402,2558,294,"$6,934.00","$2,238.00",Yes,61.26,420,Yes,Top,7/23/2024,July
CUST102747,38,Male,Kolkata,Tablet,New,Email,Conversion,61792,5759,239,"$2,049.00","$23,438.00",No,49.86,870,Yes,Bottom,5/27/2024,May
CUST102748,25,Male,Ahmedabad,Tablet,New,Google Ads,Conversion,20553,1973,135,"$2,359.00","$5,933.00",Yes,55.29,146,Yes,Top,8/27/2024,August
CUST102749,26,Female,Delhi,Mobile,New,Social Media,Conversion,33661,1846,226,"$5,907.00","$26,679.00",Yes,38.77,20,No,Bottom,12/15/2024,December
CUST102750,32,Female,Mumbai,Mobile,New,Social Media,Consideration,25669,4047,83,"$8,402.00","$13,425.00",Yes,14.12,336,Yes,Top,4/30/2024,April
CUST102751,57,Male,Chennai,Mobile,Returning,Influencer,Conversion,75113,2362,379,"$8,128.00","$3,097.00",No,18.49,142,Yes,Bottom,11/6/2024,November
CUST102752,35,Female,Kolkata,Mobile,New,Email,Consideration,74175,519,245,"$4,055.00","$4,205.00",No,78.68,849,Yes,Middle,12/22/2024,December
CUST102753,59,Male,Chennai,Desktop,Returning,Google Ads,Conversion,3552,2753,242,"$5,385.00","$11,199.00",No,66.22,242,No,Middle,3/27/2024,March
CUST102754,37,Male,Kolkata,Tablet,New,Affiliate,Awareness,41964,5257,85,"$6,657.00","$8,083.00",No,71.55,580,No,Middle,1/14/2024,January
CUST102755,23,Female,Kolkata,Mobile,New,Influencer,Awareness,53402,4459,111,"$9,536.00","$18,882.00",No,19.81,588,Yes,Top,1/9/2024,January
CUST102756,29,Male,Pune,Desktop,New,Google Ads,Conversion,2277,4897,68,"$5,268.00","$8,980.00",No,13.94,426,No,Bottom,12/25/2024,December
CUST102757,19,Male,Mumbai,Tablet,New,Google Ads,Awareness,64478,5892,361,"$8,959.00","$17,395.00",No,11.38,92,No,Top,3/21/2024,March
CUST102758,24,Male,Hyderabad,Tablet,New,Google Ads,Consideration,13129,66,285,"$1,042.00","$11,877.00",Yes,51.75,824,No,Top,4/6/2024,April
CUST102759,33,Male,Bangalore,Tablet,New,Email,Conversion,68961,4729,150,$744.00,"$28,008.00",Yes,50.07,121,No,Top,2/5/2024,February
CUST102760,20,Male,Delhi,Mobile,Returning,Google Ads,Consideration,56999,4900,175,"$5,115.00","$36,376.00",Yes,18.85,297,Yes,Top,6/26/2024,June
CUST102761,20,Female,Pune,Tablet,New,Email,Conversion,7320,5519,197,"$2,558.00","$4,288.00",Yes,37.73,690,Yes,Top,6/27/2024,June
CUST102762,44,Female,Pune,Mobile,New,Email,Consideration,12999,5263,41,"$9,764.00","$29,596.00",No,52.42,274,Yes,Middle,11/23/2024,November
CUST102763,57,Female,Kolkata,Desktop,New,Organic,Awareness,65529,1207,28,"$8,598.00","$6,943.00",No,64.07,404,No,Bottom,8/25/2024,August
CUST102764,55,Male,Delhi,Tablet,Returning,Google Ads,Consideration,66620,4285,84,"$9,162.00","$17,774.00",No,74.8,172,No,Bottom,12/9/2024,December
CUST102765,50,Male,Mumbai,Desktop,Returning,Organic,Consideration,74584,613,326,"$6,960.00","$29,568.00",No,61.31,661,No,Middle,4/29/2024,April
CUST102766,45,Male,Pune,Mobile,New,Affiliate,Awareness,38464,1690,228,"$3,836.00","$19,383.00",No,12.4,149,No,Bottom,7/5/2024,July
CUST102767,18,Male,Chennai,Mobile,New,Organic,Awareness,77582,2890,172,"$3,052.00","$8,735.00",Yes,56.89,647,No,Bottom,10/31/2024,October
CUST102768,25,Male,Mumbai,Mobile,New,Organic,Conversion,10442,531,40,"$3,977.00","$16,334.00",No,17.03,619,Yes,Top,5/15/2024,May
CUST102769,54,Male,Delhi,Tablet,New,Google Ads,Conversion,75937,5297,200,"$2,315.00","$7,556.00",Yes,55.19,59,Yes,Top,11/15/2024,November
CUST102770,49,Female,Kolkata,Tablet,New,Affiliate,Consideration,4181,5471,318,"$6,167.00","$28,522.00",No,40.08,130,Yes,Top,4/5/2024,April
CUST102771,54,Male,Mumbai,Desktop,Returning,Influencer,Conversion,9228,5342,374,"$5,448.00",$327.00,Yes,32.91,700,No,Top,8/29/2024,August
CUST102772,21,Female,Kolkata,Mobile,New,Social Media,Consideration,52120,1163,99,"$3,489.00","$5,710.00",Yes,48.54,898,No,Middle,9/8/2024,September
CUST102773,47,Male,Chennai,Desktop,Returning,Influencer,Conversion,10447,2096,384,"$4,528.00","$5,907.00",Yes,40.52,173,Yes,Top,1/21/2024,January
CUST102774,23,Female,Bangalore,Mobile,Returning,Email,Awareness,44455,3030,350,$457.00,"$37,208.00",Yes,76.42,807,Yes,Bottom,3/14/2024,March
CUST102775,36,Male,Kolkata,Mobile,New,Influencer,Awareness,73826,2229,219,"$6,038.00","$39,001.00",No,28.12,434,Yes,Top,10/28/2024,October
CUST102776,49,Female,Kolkata,Desktop,Returning,Social Media,Awareness,47938,3765,146,"$8,125.00","$2,499.00",No,20.94,619,No,Bottom,7/6/2024,July
CUST102777,26,Female,Ahmedabad,Mobile,New,Social Media,Awareness,39995,3058,64,"$7,888.00","$11,710.00",No,76.96,698,Yes,Bottom,1/18/2024,January
CUST102778,29,Male,Delhi,Desktop,Returning,Affiliate,Consideration,38799,578,92,"$2,102.00","$18,249.00",Yes,29.47,681,Yes,Top,5/10/2024,May
CUST102779,28,Male,Chennai,Tablet,New,Influencer,Awareness,48882,1779,201,"$5,679.00","$4,668.00",No,12.58,728,No,Top,4/23/2024,April
CUST102780,33,Female,Delhi,Desktop,New,Email,Awareness,9933,3725,291,"$3,228.00","$39,310.00",No,40.96,899,No,Middle,8/27/2024,August
CUST102781,18,Male,Chennai,Desktop,New,Organic,Awareness,53484,5284,209,"$8,131.00","$21,151.00",No,75.52,401,Yes,Bottom,5/12/2024,May
CUST102782,38,Male,Chennai,Mobile,New,Organic,Awareness,3399,3245,219,"$7,309.00","$19,263.00",Yes,44.55,828,No,Top,4/5/2024,April
CUST102783,47,Male,Pune,Desktop,Returning,Email,Conversion,25035,1424,299,$435.00,"$3,415.00",Yes,47.61,368,No,Middle,8/16/2024,August
CUST102784,30,Female,Pune,Tablet,Returning,Affiliate,Consideration,60599,2717,382,"$4,611.00","$37,610.00",No,13.78,499,Yes,Bottom,12/15/2024,December
CUST102785,51,Male,Pune,Tablet,Returning,Organic,Consideration,55402,1836,262,"$6,907.00","$39,532.00",No,66.88,314,Yes,Top,7/25/2024,July
CUST102786,21,Female,Bangalore,Tablet,New,Affiliate,Conversion,65713,5287,37,"$6,065.00","$28,136.00",Yes,37.5,82,Yes,Bottom,12/1/2024,December
CUST102787,45,Female,Bangalore,Tablet,New,Organic,Conversion,39029,5666,104,"$2,176.00","$18,738.00",Yes,68.29,227,No,Bottom,3/31/2024,March
CUST102788,55,Male,Chennai,Desktop,Returning,Organic,Consideration,42448,3323,250,"$7,962.00","$32,470.00",No,42.88,543,No,Bottom,7/6/2024,July
CUST102789,48,Female,Hyderabad,Tablet,New,Influencer,Consideration,72783,2180,253,"$1,341.00","$26,226.00",No,52.15,636,Yes,Middle,5/3/2024,May
CUST102790,44,Male,Delhi,Desktop,New,Affiliate,Conversion,56127,3950,277,"$5,623.00","$27,572.00",Yes,57.16,687,No,Top,6/27/2024,June
CUST102791,22,Male,Pune,Desktop,Returning,Social Media,Awareness,8304,670,236,"$2,202.00","$22,755.00",No,25.75,871,Yes,Top,11/1/2024,November
CUST102792,42,Female,Delhi,Mobile,New,Email,Consideration,67685,5795,202,"$1,836.00","$33,154.00",Yes,33.52,426,Yes,Top,1/30/2024,January
CUST102793,20,Female,Kolkata,Desktop,Returning,Organic,Conversion,35676,5617,53,"$1,828.00","$28,556.00",Yes,56.85,663,Yes,Bottom,4/12/2024,April
CUST102794,50,Female,Chennai,Desktop,New,Social Media,Awareness,43880,5545,210,"$3,960.00","$28,635.00",No,75.84,78,No,Middle,10/4/2024,October
CUST102795,21,Female,Mumbai,Mobile,New,Google Ads,Awareness,31763,5381,5,"$6,947.00","$16,407.00",Yes,86.92,531,Yes,Top,9/26/2024,September
CUST102796,42,Female,Chennai,Tablet,Returning,Social Media,Conversion,58372,5611,200,"$4,569.00","$4,018.00",Yes,51.93,693,No,Top,3/20/2024,March
CUST102797,37,Male,Bangalore,Tablet,Returning,Email,Consideration,8042,4517,363,"$8,608.00","$31,756.00",No,15.91,418,No,Middle,7/8/2024,July
CUST102798,51,Female,Hyderabad,Desktop,Returning,Google Ads,Consideration,34687,5799,284,"$5,425.00","$31,639.00",No,86.48,477,Yes,Middle,6/3/2024,June
CUST102799,43,Male,Mumbai,Mobile,Returning,Influencer,Awareness,25010,3355,42,"$4,671.00","$38,480.00",No,43.66,596,No,Top,9/25/2024,September
CUST102800,22,Male,Delhi,Desktop,Returning,Google Ads,Conversion,37441,3874,194,"$3,439.00","$6,545.00",Yes,18.2,60,Yes,Middle,4/27/2024,April
CUST102801,52,Female,Bangalore,Desktop,New,Affiliate,Awareness,67771,1632,247,"$6,227.00","$39,838.00",Yes,87.78,828,No,Middle,3/20/2024,March
CUST102802,45,Female,Pune,Tablet,Returning,Email,Awareness,64245,4087,364,"$8,382.00","$23,030.00",Yes,32.44,299,No,Middle,8/29/2024,August
CUST102803,46,Female,Mumbai,Mobile,New,Affiliate,Awareness,46760,4496,317,"$9,640.00","$25,761.00",Yes,62.55,25,No,Bottom,4/29/2024,April
CUST102804,26,Female,Bangalore,Desktop,New,Social Media,Conversion,1648,2145,268,"$1,111.00","$35,682.00",No,21.53,77,Yes,Middle,3/9/2024,March
CUST102805,55,Female,Delhi,Tablet,Returning,Influencer,Consideration,41291,2050,370,"$8,800.00","$9,294.00",Yes,67.57,66,No,Bottom,4/11/2024,April
CUST102806,23,Male,Chennai,Desktop,Returning,Email,Awareness,31843,3307,191,"$5,119.00","$7,542.00",Yes,88.11,877,Yes,Top,7/9/2024,July
CUST102807,36,Male,Delhi,Tablet,New,Influencer,Consideration,79582,4746,46,"$5,937.00","$24,960.00",Yes,88.8,190,Yes,Bottom,6/13/2024,June
CUST102808,28,Male,Mumbai,Mobile,Returning,Organic,Consideration,42983,2296,187,"$4,136.00","$37,963.00",No,20.1,829,Yes,Bottom,6/15/2024,June
CUST102809,19,Female,Ahmedabad,Desktop,Returning,Email,Conversion,44221,5291,270,"$1,726.00","$6,550.00",Yes,71.5,339,Yes,Top,12/30/2024,December
CUST102810,26,Female,Mumbai,Mobile,New,Affiliate,Consideration,74938,3906,260,"$7,753.00","$9,981.00",Yes,63.14,225,No,Bottom,3/31/2024,March
CUST102811,38,Male,Chennai,Tablet,New,Social Media,Consideration,79146,5669,68,$498.00,"$11,105.00",Yes,74.12,313,No,Top,3/2/2024,March
CUST102812,41,Female,Mumbai,Mobile,Returning,Google Ads,Awareness,77937,4019,257,"$2,528.00","$37,683.00",No,36.66,722,No,Bottom,1/5/2024,January
CUST102813,51,Female,Hyderabad,Mobile,New,Influencer,Conversion,57510,5607,113,"$8,431.00",$952.00,Yes,42.14,399,No,Middle,5/12/2024,May
CUST102814,39,Female,Pune,Mobile,New,Email,Conversion,66040,3773,293,"$8,683.00",$598.00,Yes,37.34,302,No,Bottom,6/20/2024,June
CUST102815,20,Male,Bangalore,Desktop,New,Email,Awareness,70955,1139,241,"$4,526.00","$36,786.00",No,71.32,275,No,Bottom,10/31/2024,October
CUST102816,29,Female,Chennai,Tablet,New,Organic,Awareness,29832,2552,93,"$1,066.00","$18,386.00",Yes,74.73,838,No,Middle,12/31/2024,December
CUST102817,45,Male,Delhi,Mobile,New,Influencer,Consideration,30509,696,181,"$1,732.00","$18,554.00",No,29.94,616,No,Bottom,5/29/2024,May
CUST102818,47,Female,Delhi,Desktop,New,Google Ads,Consideration,14012,3074,294,"$7,881.00","$26,067.00",No,55.82,237,No,Top,6/26/2024,June
CUST102819,43,Female,Pune,Tablet,New,Social Media,Conversion,75794,1283,252,$463.00,"$15,550.00",No,20.08,178,No,Top,9/18/2024,September
CUST102820,38,Male,Mumbai,Tablet,New,Email,Conversion,72609,4014,19,"$7,380.00","$32,476.00",Yes,11.05,445,No,Bottom,8/11/2024,August
CUST102821,45,Female,Mumbai,Tablet,New,Email,Consideration,62606,3364,249,"$3,108.00","$6,988.00",No,58.81,811,No,Top,2/15/2024,February
CUST102822,43,Female,Delhi,Mobile,New,Influencer,Awareness,71865,3137,284,"$2,461.00","$8,475.00",Yes,77.22,274,No,Bottom,9/15/2024,September
CUST102823,50,Female,Pune,Mobile,Returning,Influencer,Conversion,47762,2658,16,"$3,975.00","$23,293.00",Yes,82.52,166,No,Top,3/5/2024,March
CUST102824,38,Male,Delhi,Mobile,Returning,Email,Awareness,69408,3080,371,"$9,463.00","$22,997.00",No,59.63,50,Yes,Middle,3/16/2024,March
CUST102825,52,Female,Mumbai,Tablet,Returning,Email,Consideration,22423,4789,50,"$2,291.00","$3,239.00",Yes,74.7,751,No,Middle,8/4/2024,August
CUST102826,51,Female,Chennai,Tablet,New,Organic,Conversion,40521,2326,135,"$1,127.00","$3,274.00",No,42.34,375,Yes,Middle,2/26/2024,February
CUST102827,58,Female,Bangalore,Mobile,New,Email,Conversion,54784,3755,148,"$6,804.00","$23,647.00",Yes,80.03,522,No,Bottom,3/14/2024,March
CUST102828,35,Female,Mumbai,Mobile,New,Affiliate,Consideration,28422,5967,150,$529.00,"$2,775.00",Yes,71.98,123,No,Middle,3/24/2024,March
CUST102829,28,Female,Chennai,Tablet,New,Email,Consideration,30041,1101,114,"$1,073.00","$32,523.00",Yes,34.68,713,No,Top,7/15/2024,July
CUST102830,40,Male,Bangalore,Tablet,New,Social Media,Awareness,3566,5902,346,"$9,008.00","$37,479.00",Yes,57.78,643,Yes,Bottom,4/19/2024,April
CUST102831,39,Male,Kolkata,Desktop,Returning,Social Media,Awareness,69156,1247,261,"$4,469.00","$11,924.00",Yes,14.1,149,No,Middle,7/19/2024,July
CUST102832,34,Female,Hyderabad,Desktop,New,Organic,Consideration,30105,1500,179,"$3,401.00","$36,223.00",Yes,21.73,672,Yes,Top,1/20/2024,January
CUST102833,22,Female,Pune,Mobile,Returning,Google Ads,Consideration,3570,1921,135,"$3,638.00","$15,014.00",No,85.73,650,No,Bottom,3/31/2024,March
CUST102834,28,Male,Chennai,Tablet,Returning,Influencer,Consideration,63728,3021,98,"$7,086.00","$29,804.00",No,10.78,232,Yes,Middle,4/22/2024,April
CUST102835,47,Female,Hyderabad,Tablet,Returning,Google Ads,Conversion,55494,441,324,"$3,799.00","$11,069.00",No,26.26,623,Yes,Bottom,5/10/2024,May
CUST102836,32,Female,Mumbai,Desktop,New,Email,Consideration,27706,3140,288,"$4,012.00","$27,985.00",Yes,21.1,431,Yes,Bottom,8/12/2024,August
CUST102837,44,Female,Kolkata,Tablet,Returning,Influencer,Conversion,45826,1854,189,"$9,528.00","$12,265.00",Yes,65.9,128,No,Top,8/22/2024,August
CUST102838,52,Female,Pune,Mobile,New,Email,Consideration,38937,2510,190,"$7,018.00","$33,849.00",No,18.46,781,No,Bottom,3/24/2024,March
CUST102839,50,Female,Chennai,Desktop,New,Influencer,Conversion,76233,5350,215,"$4,251.00","$37,821.00",Yes,11.61,436,Yes,Top,1/23/2024,January
CUST102840,37,Female,Kolkata,Tablet,Returning,Organic,Awareness,62461,4136,159,"$9,827.00","$38,572.00",No,84.44,355,Yes,Bottom,1/23/2024,January
CUST102841,33,Female,Ahmedabad,Tablet,Returning,Affiliate,Awareness,77144,416,310,"$4,241.00","$39,246.00",No,79.82,198,No,Bottom,4/10/2024,April
CUST102842,51,Female,Mumbai,Mobile,Returning,Affiliate,Conversion,12654,1132,288,"$4,297.00","$7,148.00",No,38.68,41,No,Top,8/23/2024,August
CUST102843,19,Male,Pune,Tablet,New,Affiliate,Awareness,29981,2995,165,"$6,039.00","$17,166.00",No,18.04,165,Yes,Top,5/14/2024,May
CUST102844,52,Male,Ahmedabad,Desktop,New,Organic,Awareness,29607,1832,257,"$6,868.00","$34,109.00",No,64.26,164,No,Bottom,1/12/2024,January
CUST102845,57,Female,Pune,Desktop,Returning,Google Ads,Conversion,43724,2546,235,"$1,777.00","$21,490.00",Yes,80.65,138,Yes,Middle,3/25/2024,March
CUST102846,45,Female,Mumbai,Tablet,New,Influencer,Consideration,10225,3227,208,"$1,911.00","$33,387.00",No,87.97,273,Yes,Bottom,5/27/2024,May
CUST102847,56,Female,Mumbai,Tablet,New,Google Ads,Consideration,54445,26,393,"$8,443.00","$15,740.00",Yes,20.41,734,No,Bottom,2/27/2024,February
CUST102848,23,Female,Kolkata,Tablet,New,Influencer,Conversion,42251,4855,228,"$7,073.00","$7,795.00",No,58.02,32,Yes,Bottom,12/8/2024,December
CUST102849,26,Male,Kolkata,Tablet,Returning,Email,Awareness,79596,118,65,"$6,017.00","$14,067.00",No,44.44,898,No,Top,5/24/2024,May
CUST102850,37,Male,Chennai,Desktop,Returning,Affiliate,Consideration,2584,1510,221,"$4,919.00","$1,367.00",No,22.54,425,No,Top,9/11/2024,September
CUST102851,18,Male,Pune,Mobile,Returning,Affiliate,Consideration,52206,2766,14,"$3,165.00","$9,926.00",Yes,74.63,652,Yes,Top,6/18/2024,June
CUST102852,25,Male,Chennai,Desktop,New,Influencer,Awareness,12295,4245,371,"$9,788.00","$31,624.00",No,72.58,565,Yes,Top,8/3/2024,August
CUST102853,40,Female,Kolkata,Tablet,Returning,Google Ads,Conversion,67717,5464,316,"$5,651.00","$17,098.00",No,87.17,703,Yes,Bottom,10/12/2024,October
CUST102854,20,Female,Pune,Tablet,New,Google Ads,Conversion,4222,5205,158,"$1,995.00","$14,287.00",Yes,16.84,527,No,Top,3/22/2024,March
CUST102855,21,Female,Chennai,Desktop,New,Social Media,Consideration,28402,4133,244,"$4,568.00","$17,350.00",Yes,29.11,335,No,Top,3/18/2024,March
CUST102856,42,Male,Mumbai,Desktop,New,Affiliate,Conversion,2536,4834,250,"$6,352.00","$14,925.00",Yes,76.21,442,Yes,Top,6/2/2024,June
CUST102857,55,Female,Mumbai,Tablet,New,Affiliate,Awareness,3657,3235,165,"$9,198.00","$12,224.00",Yes,41.63,452,Yes,Bottom,10/26/2024,October
CUST102858,32,Female,Ahmedabad,Desktop,Returning,Google Ads,Conversion,32807,2335,156,"$2,116.00","$30,512.00",No,48.07,515,No,Middle,3/31/2024,March
CUST102859,38,Male,Delhi,Tablet,Returning,Affiliate,Conversion,65822,2431,205,"$7,550.00","$6,945.00",No,58.92,706,Yes,Bottom,12/25/2024,December
CUST102860,52,Male,Kolkata,Desktop,New,Google Ads,Conversion,12417,1513,120,"$9,558.00","$12,793.00",No,42.68,582,Yes,Top,2/22/2024,February
CUST102861,31,Male,Chennai,Tablet,Returning,Social Media,Conversion,43919,1007,170,"$3,680.00","$4,296.00",Yes,12.83,193,No,Bottom,9/18/2024,September
CUST102862,53,Male,Delhi,Desktop,Returning,Influencer,Awareness,8055,5179,121,"$8,720.00","$7,163.00",Yes,58.32,690,No,Middle,12/3/2024,December
CUST102863,29,Male,Delhi,Tablet,Returning,Influencer,Conversion,24451,4617,278,"$1,968.00","$13,331.00",Yes,28.31,791,No,Bottom,5/3/2024,May
CUST102864,34,Female,Hyderabad,Mobile,Returning,Social Media,Consideration,50610,2071,24,"$8,923.00","$35,571.00",Yes,87.51,476,Yes,Middle,1/30/2024,January
CUST102865,56,Female,Pune,Mobile,Returning,Affiliate,Conversion,31882,4575,155,"$1,235.00","$14,181.00",Yes,65.23,342,Yes,Top,12/24/2024,December
CUST102866,26,Male,Bangalore,Desktop,Returning,Email,Consideration,15850,3054,98,"$2,345.00","$11,310.00",Yes,77.25,50,Yes,Top,5/25/2024,May
CUST102867,52,Female,Hyderabad,Mobile,Returning,Affiliate,Awareness,51869,2237,349,"$2,115.00","$1,340.00",No,86.35,423,Yes,Bottom,4/19/2024,April
CUST102868,30,Female,Kolkata,Tablet,Returning,Google Ads,Conversion,66263,2876,218,"$1,137.00","$28,339.00",Yes,15.07,357,No,Top,7/13/2024,July
CUST102869,32,Female,Ahmedabad,Desktop,Returning,Organic,Consideration,57145,3491,199,"$1,207.00","$10,207.00",No,21.9,435,No,Top,9/14/2024,September
CUST102870,35,Female,Pune,Desktop,Returning,Email,Conversion,16888,627,367,"$5,035.00","$20,687.00",Yes,74.64,301,No,Top,11/24/2024,November
CUST102871,50,Male,Bangalore,Tablet,Returning,Social Media,Conversion,49803,2615,82,"$6,191.00","$33,780.00",No,80.78,65,Yes,Top,5/3/2024,May
CUST102872,23,Female,Delhi,Tablet,New,Influencer,Consideration,60112,5773,384,"$9,115.00","$24,533.00",Yes,10.39,592,Yes,Middle,10/31/2024,October
CUST102873,44,Female,Ahmedabad,Tablet,New,Influencer,Awareness,78480,1316,364,"$7,126.00","$11,881.00",Yes,85.62,476,No,Top,4/1/2024,April
CUST102874,40,Female,Bangalore,Desktop,Returning,Affiliate,Awareness,12021,2533,363,"$8,159.00","$2,732.00",Yes,46.35,890,Yes,Bottom,3/27/2024,March
CUST102875,44,Male,Mumbai,Tablet,Returning,Influencer,Awareness,56085,2414,275,"$1,720.00","$7,304.00",Yes,47.01,87,Yes,Bottom,5/24/2024,May
CUST102876,51,Female,Kolkata,Mobile,Returning,Affiliate,Awareness,32447,2970,221,"$8,749.00","$6,699.00",No,80.3,634,No,Middle,5/14/2024,May
CUST102877,55,Male,Ahmedabad,Desktop,Returning,Google Ads,Awareness,70007,1929,28,"$8,855.00","$3,703.00",Yes,33.16,803,Yes,Bottom,11/26/2024,November
CUST102878,31,Male,Mumbai,Tablet,New,Google Ads,Awareness,1504,2492,135,"$7,560.00","$33,621.00",No,56.68,861,Yes,Middle,10/18/2024,October
CUST102879,53,Male,Chennai,Desktop,New,Social Media,Conversion,62820,889,61,"$5,887.00","$35,738.00",Yes,36.74,407,Yes,Middle,2/14/2024,February
CUST102880,25,Male,Ahmedabad,Mobile,Returning,Organic,Conversion,8502,2697,397,$644.00,"$9,106.00",Yes,19.08,176,Yes,Middle,1/23/2024,January
CUST102881,52,Female,Ahmedabad,Mobile,New,Google Ads,Consideration,15975,271,165,$975.00,"$12,489.00",Yes,38.69,617,No,Top,10/11/2024,October
CUST102882,36,Male,Pune,Tablet,Returning,Affiliate,Awareness,59580,3916,130,"$7,989.00","$2,018.00",Yes,23.84,632,Yes,Bottom,12/25/2024,December
CUST102883,47,Male,Hyderabad,Desktop,New,Influencer,Awareness,52279,118,258,"$3,762.00","$19,307.00",Yes,51.68,837,Yes,Top,5/1/2024,May
CUST102884,31,Male,Kolkata,Tablet,Returning,Google Ads,Awareness,5208,1332,310,"$7,005.00","$3,121.00",No,52.38,743,Yes,Middle,5/31/2024,May
CUST102885,37,Male,Delhi,Desktop,New,Google Ads,Consideration,72123,4878,205,"$4,481.00","$8,038.00",Yes,44.98,293,No,Bottom,3/12/2024,March
CUST102886,42,Male,Kolkata,Tablet,New,Affiliate,Conversion,23340,5677,162,"$6,489.00","$31,058.00",Yes,23.91,181,Yes,Top,2/29/2024,February
CUST102887,57,Female,Pune,Tablet,New,Google Ads,Conversion,44952,4715,299,"$4,643.00","$35,470.00",No,19.5,310,No,Bottom,8/7/2024,August
CUST102888,41,Male,Ahmedabad,Desktop,Returning,Influencer,Awareness,18809,3883,171,"$7,872.00","$39,571.00",Yes,18.37,283,No,Bottom,4/2/2024,April
CUST102889,31,Female,Delhi,Desktop,New,Organic,Conversion,6202,5188,368,"$5,532.00","$34,136.00",Yes,18.97,551,No,Bottom,2/14/2024,February
CUST102890,43,Female,Mumbai,Mobile,Returning,Influencer,Conversion,9818,604,168,"$9,481.00","$3,593.00",Yes,33.59,239,No,Top,5/13/2024,May
CUST102891,55,Male,Kolkata,Mobile,New,Organic,Conversion,66263,5333,154,"$1,739.00","$18,876.00",No,10.15,776,No,Middle,11/2/2024,November
CUST102892,40,Female,Hyderabad,Desktop,New,Influencer,Awareness,36911,1059,91,"$3,342.00","$14,812.00",Yes,14.98,207,No,Middle,11/20/2024,November
CUST102893,39,Female,Hyderabad,Mobile,Returning,Influencer,Conversion,4228,4224,155,"$8,505.00","$14,709.00",No,47.64,463,Yes,Middle,1/13/2024,January
CUST102894,36,Female,Mumbai,Mobile,Returning,Email,Conversion,75462,5529,4,"$1,621.00","$38,448.00",No,24.62,140,No,Middle,4/2/2024,April
CUST102895,20,Male,Bangalore,Desktop,Returning,Influencer,Consideration,64180,4202,170,"$7,880.00","$2,096.00",No,31.07,528,Yes,Top,12/28/2024,December
CUST102896,59,Male,Hyderabad,Desktop,New,Email,Awareness,48984,2434,190,"$5,160.00","$25,593.00",Yes,38.27,555,Yes,Bottom,4/7/2024,April
CUST102897,36,Male,Bangalore,Desktop,Returning,Influencer,Conversion,12458,5848,38,"$5,707.00","$7,499.00",No,13.17,74,No,Bottom,10/22/2024,October
CUST102898,26,Male,Delhi,Tablet,Returning,Influencer,Awareness,20599,676,9,$310.00,"$1,568.00",No,27.6,676,Yes,Middle,5/12/2024,May
CUST102899,45,Male,Hyderabad,Desktop,Returning,Affiliate,Conversion,70557,1389,62,"$4,551.00","$17,229.00",No,72.14,831,No,Bottom,7/11/2024,July
CUST102900,37,Male,Chennai,Desktop,New,Organic,Awareness,32161,3537,264,"$4,848.00","$37,044.00",No,37.27,88,No,Top,7/15/2024,July
CUST102901,24,Male,Ahmedabad,Desktop,Returning,Influencer,Conversion,24147,3360,83,"$2,091.00","$28,964.00",Yes,24.89,52,No,Middle,3/25/2024,March
CUST102902,31,Female,Mumbai,Mobile,Returning,Google Ads,Conversion,49994,5018,366,"$9,230.00","$37,653.00",Yes,25.82,673,Yes,Top,9/24/2024,September
CUST102903,26,Female,Ahmedabad,Desktop,New,Influencer,Consideration,23428,2597,28,"$4,447.00","$17,628.00",Yes,88.78,868,No,Top,2/26/2024,February
CUST102904,36,Male,Ahmedabad,Mobile,Returning,Social Media,Awareness,44391,3136,394,"$8,148.00","$37,505.00",No,21.88,71,No,Middle,12/23/2024,December
CUST102905,31,Female,Kolkata,Tablet,New,Affiliate,Conversion,53969,427,212,"$5,598.00",$915.00,Yes,82.43,742,No,Middle,1/15/2024,January
CUST102906,55,Male,Bangalore,Desktop,Returning,Affiliate,Consideration,78963,1994,354,"$9,478.00","$23,556.00",No,16.44,381,No,Top,4/11/2024,April
CUST102907,53,Male,Chennai,Desktop,Returning,Influencer,Consideration,30707,1331,220,"$8,090.00","$16,858.00",Yes,79.95,605,Yes,Top,3/2/2024,March
CUST102908,57,Male,Delhi,Mobile,Returning,Social Media,Awareness,48462,3098,270,"$6,500.00","$24,401.00",No,50.55,128,Yes,Bottom,8/4/2024,August
CUST102909,34,Female,Delhi,Tablet,Returning,Organic,Awareness,43881,295,208,"$8,454.00","$14,028.00",Yes,58.7,817,No,Middle,7/3/2024,July
CUST102910,47,Male,Hyderabad,Desktop,New,Influencer,Consideration,65497,2957,151,"$7,425.00","$5,589.00",No,29.67,39,No,Middle,11/30/2024,November
CUST102911,26,Male,Hyderabad,Tablet,New,Google Ads,Awareness,63352,4481,34,"$8,502.00","$21,708.00",Yes,81.89,437,No,Bottom,7/19/2024,July
CUST102912,50,Male,Chennai,Tablet,New,Affiliate,Awareness,79463,5153,60,"$1,799.00","$38,667.00",No,56.97,731,No,Bottom,1/10/2024,January
